"year","borough","neighborhood_u_h_f","sex","race_ethnicity","total_number_of_hiv_diagnoses","hiv_diagnoses_per_100_000_population","total_number_of_concurrent_hiv_aids_diagnoses","proportion_of_concurrent_hiv_aids_diagnoses_among_all_hiv_diagnoses","total_number_of_aids_diagnoses","aids_diagnoses_per_100_000_population","uhf_label"
2019,"Manhattan","Upper West Side","Male","Black",4,76.2,0,0,3,57.2,304
2019,"Manhattan","Upper West Side","Male","Latino/Hispanic",9,64.9,2,22.2,6,43.3,304
2019,"Manhattan","Upper West Side","Male","Other/Unknown",1,82.4,1,100,1,82.4,304
2019,"Manhattan","Upper West Side","Male","White",4,6.8,0,0,1,1.7,304
2019,"Manhattan","Washington Heights -
Inwood","All","All",74,32,10,13.5,40,17.3,301
2019,"Manhattan","Washington Heights -
Inwood","All","Asian/Pacific
Islander",0,0,0,NA,1,11.2,301
2019,"Manhattan","Washington Heights -
Inwood","All","Black",28,109,5,17.9,13,50.6,301
2019,"Manhattan","Washington Heights -
Inwood","All","Latino/Hispanic",34,23.5,5,14.7,21,14.5,301
2019,"Manhattan","Washington Heights -
Inwood","All","Other/Unknown",0,0,0,NA,0,0,301
2019,"Manhattan","Washington Heights -
Inwood","All","White",12,24.8,0,0,5,10.3,301
2019,"Manhattan","Washington Heights -
Inwood","Female","All",14,11.7,4,28.6,9,7.5,301
2019,"Manhattan","Washington Heights -
Inwood","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,301
2019,"Manhattan","Washington Heights -
Inwood","Female","Black",6,43.8,1,16.7,5,36.5,301
2019,"Manhattan","Washington Heights -
Inwood","Female","Latino/Hispanic",8,10.5,3,37.5,4,5.3,301
2019,"Manhattan","Washington Heights -
Inwood","Female","Other/Unknown",0,0,0,NA,0,0,301
2019,"Manhattan","Washington Heights -
Inwood","Female","White",0,0,0,NA,0,0,301
2019,"Manhattan","Washington Heights -
Inwood","Male","All",60,54,6,10,31,27.9,301
2019,"Manhattan","Washington Heights -
Inwood","Male","Asian/Pacific
Islander",0,0,0,NA,1,25.8,301
2019,"Manhattan","Washington Heights -
Inwood","Male","Black",22,183.7,4,18.2,8,66.8,301
2019,"Manhattan","Washington Heights -
Inwood","Male","Latino/Hispanic",26,37.6,2,7.7,17,24.6,301
2019,"Manhattan","Washington Heights -
Inwood","Male","Other/Unknown",0,0,0,NA,0,0,301
2019,"Manhattan","Washington Heights -
Inwood","Male","White",12,48.8,0,0,5,20.3,301
2019,"Queens","Bayside - Little Neck","All","All",1,1.3,0,0,0,0,404
2019,"Queens","Bayside - Little Neck","All","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","All","Black",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","All","Latino/Hispanic",1,11.5,0,0,0,0,404
2019,"Queens","Bayside - Little Neck","All","Other/Unknown",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","All","White",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Female","All",1,2.5,0,0,0,0,404
2019,"Queens","Bayside - Little Neck","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Female","Black",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Female","Latino/Hispanic",1,21.1,0,0,0,0,404
2019,"Queens","Bayside - Little Neck","Female","Other/Unknown",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Female","White",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","All",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","Black",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","Latino/Hispanic",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","Other/Unknown",0,0,0,NA,0,0,404
2019,"Queens","Bayside - Little Neck","Male","White",0,0,0,NA,0,0,404
2019,"Queens","Flushing - Clearview","All","All",18,8.3,5,27.8,10,4.6,403
2019,"Queens","Flushing - Clearview","All","Asian/Pacific
Islander",9,7.8,3,33.3,4,3.4,403
2019,"Queens","Flushing - Clearview","All","Black",2,45.5,0,0,1,22.8,403
2019,"Queens","Flushing - Clearview","All","Latino/Hispanic",6,16.5,1,16.7,3,8.2,403
2019,"Queens","Flushing - Clearview","All","Other/Unknown",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","All","White",1,1.8,1,100,2,3.5,403
2019,"Queens","Flushing - Clearview","Female","All",1,0.9,0,0,0,0,403
2019,"Queens","Flushing - Clearview","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","Female","Black",1,39.4,0,0,0,0,403
2019,"Queens","Flushing - Clearview","Female","Latino/Hispanic",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","Female","Other/Unknown",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","Female","White",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","Male","All",17,16.7,5,29.4,10,9.8,403
2019,"Queens","Flushing - Clearview","Male","Asian/Pacific
Islander",9,16.7,3,33.3,4,7.4,403
2019,"Queens","Flushing - Clearview","Male","Black",1,53.8,0,0,1,53.8,403
2019,"Queens","Flushing - Clearview","Male","Latino/Hispanic",6,34.9,1,16.7,3,17.4,403
2019,"Queens","Flushing - Clearview","Male","Other/Unknown",0,0,0,NA,0,0,403
2019,"Queens","Flushing - Clearview","Male","White",1,3.7,1,100,2,7.3,403
2019,"Queens","Fresh Meadows","All","All",8,9.7,1,12.5,2,2.4,406
2019,"Queens","Fresh Meadows","All","Asian/Pacific
Islander",3,9.6,0,0,0,0,406
2019,"Queens","Fresh Meadows","All","Black",2,31.9,0,0,0,0,406
2019,"Queens","Fresh Meadows","All","Latino/Hispanic",2,13.7,0,0,1,6.8,406
2019,"Queens","Fresh Meadows","All","Other/Unknown",0,0,0,NA,0,0,406
2019,"Queens","Fresh Meadows","All","White",1,3.5,1,100,1,3.5,406
2019,"Queens","Fresh Meadows","Female","All",2,4.6,0,0,1,2.3,406
2019,"Queens","Fresh Meadows","Female","Asian/Pacific
Islander",1,6,0,0,0,0,406
2019,"Queens","Fresh Meadows","Female","Black",1,26.9,0,0,0,0,406
2019,"Queens","Fresh Meadows","Female","Latino/Hispanic",0,0,0,NA,1,12.3,406
2019,"Queens","Fresh Meadows","Female","Other/Unknown",0,0,0,NA,0,0,406
2019,"Queens","Fresh Meadows","Female","White",0,0,0,NA,0,0,406
2019,"Queens","Fresh Meadows","Male","All",6,15.4,1,16.7,1,2.6,406
2019,"Queens","Fresh Meadows","Male","Asian/Pacific
Islander",2,13.6,0,0,0,0,406
2019,"Queens","Fresh Meadows","Male","Black",1,39.1,0,0,0,0,406
2019,"Queens","Fresh Meadows","Male","Latino/Hispanic",2,30.9,0,0,0,0,406
2019,"Queens","Fresh Meadows","Male","Other/Unknown",0,0,0,NA,0,0,406
2019,"Queens","Fresh Meadows","Male","White",1,7.1,1,100,1,7.1,406
2019,"Queens","Jamaica","All","All",55,20.6,11,20,29,10.9,408
2019,"Queens","Jamaica","All","Asian/Pacific
Islander",1,1.7,1,100,1,1.7,408
2019,"Queens","Jamaica","All","Black",37,26.6,7,18.9,17,12.2,408
2019,"Queens","Jamaica","All","Latino/Hispanic",15,34.2,3,20,10,22.8,408
2019,"Queens","Jamaica","All","Other/Unknown",1,14.1,0,0,1,14.1,408
2019,"Queens","Jamaica","All","White",1,5.5,0,0,0,0,408
2019,"Queens","Jamaica","Female","All",14,9.8,6,42.9,13,9.1,408
2019,"Queens","Jamaica","Female","Asian/Pacific
Islander",1,3.3,1,100,1,3.3,408
2019,"Queens","Jamaica","Female","Black",11,14.2,4,36.4,8,10.3,408
2019,"Queens","Jamaica","Female","Latino/Hispanic",2,9.1,1,50,3,13.7,408
2019,"Queens","Jamaica","Female","Other/Unknown",0,0,0,NA,1,25.8,408
2019,"Queens","Jamaica","Female","White",0,0,0,NA,0,0,408
2019,"Queens","Jamaica","Male","All",41,33,5,12.2,16,12.9,408
2019,"Queens","Jamaica","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,408
2019,"Queens","Jamaica","Male","Black",26,42.3,3,11.5,9,14.6,408
2019,"Queens","Jamaica","Male","Latino/Hispanic",13,59.3,2,15.4,7,31.9,408
2019,"Queens","Jamaica","Male","Other/Unknown",1,31.2,0,0,0,0,408
2019,"Queens","Jamaica","Male","White",1,10.9,0,0,0,0,408
2019,"Queens","Long Island City -
Astoria","All","All",29,16.4,8,27.6,13,7.4,401
2019,"Queens","Long Island City -
Astoria","All","Asian/Pacific
Islander",0,0,0,NA,0,0,401
2019,"Queens","Long Island City -
Astoria","All","Black",6,60.8,2,33.3,2,20.3,401
2019,"Queens","Long Island City -
Astoria","All","Latino/Hispanic",19,45.5,6,31.6,10,23.9,401
2019,"Queens","Long Island City -
Astoria","All","Other/Unknown",1,29,0,0,0,0,401
2019,"Queens","Long Island City -
Astoria","All","White",3,3.4,0,0,1,1.1,401
2019,"Queens","Long Island City -
Astoria","Female","All",4,4.5,2,50,2,2.2,401
2019,"Queens","Long Island City -
Astoria","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,401
2019,"Queens","Long Island City -
Astoria","Female","Black",1,18.3,1,100,1,18.3,401
2019,"Queens","Long Island City -
Astoria","Female","Latino/Hispanic",3,14.1,1,33.3,1,4.7,401
2019,"Queens","Long Island City -
Astoria","Female","Other/Unknown",0,0,0,NA,0,0,401
2019,"Queens","Long Island City -
Astoria","Female","White",0,0,0,NA,0,0,401
2019,"Queens","Long Island City -
Astoria","Male","All",25,28.6,6,24,11,12.6,401
2019,"Queens","Long Island City -
Astoria","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,401
2019,"Queens","Long Island City -
Astoria","Male","Black",5,113.4,1,20,1,22.7,401
2019,"Queens","Long Island City -
Astoria","Male","Latino/Hispanic",16,78.1,5,31.3,9,43.9,401
2019,"Queens","Long Island City -
Astoria","Male","Other/Unknown",1,60.2,0,0,0,0,401
2019,"Queens","Long Island City -
Astoria","Male","White",3,6.6,0,0,1,2.2,401
2019,"Queens","Ridgewood - Forest
Hills","All","All",23,10.5,3,13,12,5.5,405
2019,"Queens","Ridgewood - Forest
Hills","All","Asian/Pacific
Islander",2,5.1,0,0,1,2.5,405
2019,"Queens","Ridgewood - Forest
Hills","All","Black",3,57.9,0,0,3,57.9,405
2019,"Queens","Ridgewood - Forest
Hills","All","Latino/Hispanic",13,21.8,3,23.1,7,11.8,405
2019,"Queens","Ridgewood - Forest
Hills","All","Other/Unknown",2,52.7,0,0,0,0,405
2019,"Queens","Ridgewood - Forest
Hills","All","White",3,2.7,0,0,1,0.9,405
2019,"Queens","Ridgewood - Forest
Hills","Female","All",1,0.9,0,0,4,3.5,405
2019,"Queens","Ridgewood - Forest
Hills","Female","Asian/Pacific
Islander",0,0,0,NA,1,4.6,405
2019,"Queens","Ridgewood - Forest
Hills","Female","Black",1,36.5,0,0,1,36.5,405
2019,"Queens","Ridgewood - Forest
Hills","Female","Latino/Hispanic",0,0,0,NA,2,6.4,405
2019,"Queens","Ridgewood - Forest
Hills","Female","Other/Unknown",0,0,0,NA,0,0,405
2019,"Queens","Ridgewood - Forest
Hills","Female","White",0,0,0,NA,0,0,405
2019,"Queens","Ridgewood - Forest
Hills","Male","All",22,21.2,3,13.6,8,7.7,405
2019,"Queens","Ridgewood - Forest
Hills","Male","Asian/Pacific
Islander",2,11.1,0,0,0,0,405
2019,"Queens","Ridgewood - Forest
Hills","Male","Black",2,81.9,0,0,2,81.9,405
2019,"Queens","Ridgewood - Forest
Hills","Male","Latino/Hispanic",13,46.2,3,23.1,5,17.8,405
2019,"Queens","Ridgewood - Forest
Hills","Male","Other/Unknown",2,109.7,0,0,0,0,405
2019,"Queens","Ridgewood - Forest
Hills","Male","White",3,5.6,0,0,1,1.9,405
2019,"Queens","Rockaway","All","All",16,15.4,6,37.5,16,15.4,410
2019,"Queens","Rockaway","All","Asian/Pacific
Islander",1,20.8,0,0,0,0,410
2019,"Queens","Rockaway","All","Black",13,33,6,46.2,15,38,410
2019,"Queens","Rockaway","All","Latino/Hispanic",1,4.2,0,0,1,4.2,410
2019,"Queens","Rockaway","All","Other/Unknown",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","All","White",1,2.9,0,0,0,0,410
2019,"Queens","Rockaway","Female","All",8,14.4,4,50,9,16.3,410
2019,"Queens","Rockaway","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","Female","Black",8,36.3,4,50,9,40.8,410
2019,"Queens","Rockaway","Female","Latino/Hispanic",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","Female","Other/Unknown",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","Female","White",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","Male","All",8,16.4,2,25,7,14.4,410
2019,"Queens","Rockaway","Male","Asian/Pacific
Islander",1,45.7,0,0,0,0,410
2019,"Queens","Rockaway","Male","Black",5,28.8,2,40,6,34.5,410
2019,"Queens","Rockaway","Male","Latino/Hispanic",1,8.8,0,0,1,8.8,410
2019,"Queens","Rockaway","Male","Other/Unknown",0,0,0,NA,0,0,410
2019,"Queens","Rockaway","Male","White",1,5.8,0,0,0,0,410
2019,"Queens","Southeast Queens","All","All",30,16.4,8,26.7,15,8.2,409
2019,"Queens","Southeast Queens","All","Asian/Pacific
Islander",1,3.1,0,0,0,0,409
2019,"Queens","Southeast Queens","All","Black",24,23.8,5,20.8,10,9.9,409
2019,"Queens","Southeast Queens","All","Latino/Hispanic",4,17.8,2,50,4,17.8,409
2019,"Queens","Southeast Queens","All","Other/Unknown",0,0,0,NA,0,0,409
2019,"Queens","Southeast Queens","All","White",1,4.4,1,100,1,4.4,409
2019,"Queens","Southeast Queens","Female","All",15,15.3,3,20,2,2,409
2019,"Queens","Southeast Queens","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,409
2019,"Queens","Southeast Queens","Female","Black",14,25.4,2,14.3,1,1.8,409
2019,"Queens","Southeast Queens","Female","Latino/Hispanic",0,0,0,NA,0,0,409
2019,"Queens","Southeast Queens","Female","Other/Unknown",0,0,0,NA,0,0,409
2019,"Queens","Southeast Queens","Female","White",1,8.2,1,100,1,8.2,409
2019,"Queens","Southeast Queens","Male","All",15,17.7,5,33.3,13,15.4,409
2019,"Queens","Southeast Queens","Male","Asian/Pacific
Islander",1,6.5,0,0,0,0,409
2019,"Queens","Southeast Queens","Male","Black",10,21.9,3,30,9,19.7,409
2019,"Queens","Southeast Queens","Male","Latino/Hispanic",4,37.8,2,50,4,37.8,409
2019,"Queens","Southeast Queens","Male","Other/Unknown",0,0,0,NA,0,0,409
2019,"Queens","Southeast Queens","Male","White",0,0,0,NA,0,0,409
2019,"Queens","Southwest Queens","All","All",29,12.5,8,27.6,22,9.5,407
2019,"Queens","Southwest Queens","All","Asian/Pacific
Islander",7,9.6,3,42.9,7,9.6,407
2019,"Queens","Southwest Queens","All","Black",7,29.1,3,42.9,6,24.9,407
2019,"Queens","Southwest Queens","All","Latino/Hispanic",12,15.3,1,8.3,8,10.2,407
2019,"Queens","Southwest Queens","All","Other/Unknown",1,11.6,0,0,0,0,407
2019,"Queens","Southwest Queens","All","White",2,4.2,1,50,1,2.1,407
2019,"Queens","Southwest Queens","Female","All",4,3.4,0,0,5,4.2,407
2019,"Queens","Southwest Queens","Female","Asian/Pacific
Islander",0,0,0,NA,1,2.7,407
2019,"Queens","Southwest Queens","Female","Black",1,7.9,0,0,1,7.9,407
2019,"Queens","Southwest Queens","Female","Latino/Hispanic",3,7.5,0,0,3,7.5,407
2019,"Queens","Southwest Queens","Female","Other/Unknown",0,0,0,NA,0,0,407
2019,"Queens","Southwest Queens","Female","White",0,0,0,NA,0,0,407
2019,"Queens","Southwest Queens","Male","All",25,22,8,32,17,15,407
2019,"Queens","Southwest Queens","Male","Asian/Pacific
Islander",7,19.2,3,42.9,6,16.5,407
2019,"Queens","Southwest Queens","Male","Black",6,52.3,3,50,5,43.6,407
2019,"Queens","Southwest Queens","Male","Latino/Hispanic",9,23.5,1,11.1,5,13.1,407
2019,"Queens","Southwest Queens","Male","Other/Unknown",1,23.7,0,0,0,0,407
2019,"Queens","Southwest Queens","Male","White",2,8.7,1,50,1,4.3,407
2019,"Queens","West Queens","All","All",101,26.8,20,19.8,45,11.9,402
2019,"Queens","West Queens","All","Asian/Pacific
Islander",10,10,1,10,2,2,402
2019,"Queens","West Queens","All","Black",7,33.1,1,14.3,4,18.9,402
2019,"Queens","West Queens","All","Latino/Hispanic",80,41.8,17,21.3,37,19.3,402
2019,"Queens","West Queens","All","Other/Unknown",0,0,0,NA,0,0,402
2019,"Queens","West Queens","All","White",4,6.6,1,25,2,3.3,402
2019,"Queens","West Queens","Female","All",14,7.7,4,28.6,6,3.3,402
2019,"Queens","West Queens","Female","Asian/Pacific
Islander",1,1.9,1,100,1,1.9,402
2019,"Queens","West Queens","Female","Black",2,20.9,0,0,0,0,402
2019,"Queens","West Queens","Female","Latino/Hispanic",10,11.2,3,30,5,5.6,402
2019,"Queens","West Queens","Female","Other/Unknown",0,0,0,NA,0,0,402
2019,"Queens","West Queens","Female","White",1,3.3,0,0,0,0,402
2019,"Queens","West Queens","Male","All",87,44.7,16,18.4,39,20,402
2019,"Queens","West Queens","Male","Asian/Pacific
Islander",9,18.7,0,0,1,2.1,402
2019,"Queens","West Queens","Male","Black",5,43.1,1,20,4,34.5,402
2019,"Queens","West Queens","Male","Latino/Hispanic",70,68.5,14,20,32,31.3,402
2019,"Queens","West Queens","Male","Other/Unknown",0,0,0,NA,0,0,402
2019,"Queens","West Queens","Male","White",3,10,1,33.3,2,6.6,402
2019,"Staten
Island","Port Richmond","All","All",11,19.4,3,27.3,9,15.8,501
2019,"Staten
Island","Port Richmond","All","Asian/Pacific
Islander",0,0,0,NA,0,0,501
2019,"Staten
Island","Port Richmond","All","Black",5,35.4,0,0,4,28.3,501
2019,"Staten
Island","Port Richmond","All","Latino/Hispanic",3,15.5,1,33.3,2,10.3,501
2019,"Staten
Island","Port Richmond","All","Other/Unknown",1,140.8,1,100,1,140.8,501
2019,"Staten
Island","Port Richmond","All","White",2,11.5,1,50,2,11.5,501
2019,"Staten
Island","Port Richmond","Female","All",2,6.8,2,100,5,17,501
2019,"Staten
Island","Port Richmond","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,501
2019,"Staten
Island","Port Richmond","Female","Black",0,0,0,NA,2,26.1,501
2019,"Staten
Island","Port Richmond","Female","Latino/Hispanic",1,10.3,1,100,2,20.6,501
2019,"Staten
Island","Port Richmond","Female","Other/Unknown",0,0,0,NA,0,0,501
2019,"Staten
Island","Port Richmond","Female","White",1,11.2,1,100,1,11.2,501
2019,"Staten
Island","Port Richmond","Male","All",9,32.8,1,11.1,4,14.6,501
2019,"Staten
Island","Port Richmond","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,501
2019,"Staten
Island","Port Richmond","Male","Black",5,77.4,0,0,2,31,501
2019,"Staten
Island","Port Richmond","Male","Latino/Hispanic",2,20.7,0,0,0,0,501
2019,"Staten
Island","Port Richmond","Male","Other/Unknown",NA,NA,NA,NA,NA,NA,501
2019,"Staten
Island","Port Richmond","Male","White",1,11.9,0,0,1,11.9,501
2019,"Staten
Island","Stapleton - St.
George","All","All",11,10.5,0,0,5,4.8,502
2019,"Staten
Island","Stapleton - St.
George","All","Asian/Pacific
Islander",0,0,0,NA,1,7.5,502
2019,"Staten
Island","Stapleton - St.
George","All","Black",8,44.7,0,0,2,11.2,502
2019,"Staten
Island","Stapleton - St.
George","All","Latino/Hispanic",2,9.7,0,0,1,4.8,502
2019,"Staten
Island","Stapleton - St.
George","All","Other/Unknown",0,0,0,NA,0,0,502
2019,"Staten
Island","Stapleton - St.
George","All","White",1,2,0,0,1,2,502
2019,"Staten
Island","Stapleton - St.
George","Female","All",4,7.3,0,0,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Female","Black",3,30.9,0,0,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Female","Latino/Hispanic",0,0,0,NA,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Female","Other/Unknown",0,0,0,NA,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Female","White",1,3.8,0,0,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Male","All",7,13.9,0,0,5,10,502
2019,"Staten
Island","Stapleton - St.
George","Male","Asian/Pacific
Islander",0,0,0,NA,1,15.3,502
2019,"Staten
Island","Stapleton - St.
George","Male","Black",5,61.3,0,0,2,24.5,502
2019,"Staten
Island","Stapleton - St.
George","Male","Latino/Hispanic",2,19.8,0,0,1,9.9,502
2019,"Staten
Island","Stapleton - St.
George","Male","Other/Unknown",0,0,0,NA,0,0,502
2019,"Staten
Island","Stapleton - St.
George","Male","White",0,0,0,NA,1,4.1,502
2019,"Staten
Island","Willowbrook","All","All",4,5.1,1,25,0,0,503
2019,"Staten
Island","Willowbrook","All","Asian/Pacific
Islander",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","All","Black",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","All","Latino/Hispanic",1,9.1,0,0,0,0,503
2019,"Staten
Island","Willowbrook","All","Other/Unknown",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","All","White",3,6.2,1,33.3,0,0,503
2019,"Staten
Island","Willowbrook","Female","All",1,2.5,1,100,0,0,503
2019,"Staten
Island","Willowbrook","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Female","Black",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Female","Latino/Hispanic",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Female","Other/Unknown",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Female","White",1,4,1,100,0,0,503
2019,"Staten
Island","Willowbrook","Male","All",3,8.1,0,0,0,0,503
2019,"Staten
Island","Willowbrook","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Male","Black",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Male","Latino/Hispanic",1,19.3,0,0,0,0,503
2019,"Staten
Island","Willowbrook","Male","Other/Unknown",0,0,0,NA,0,0,503
2019,"Staten
Island","Willowbrook","Male","White",2,8.7,0,0,0,0,503
2020,"Bronx","Crotona - Tremont","All","All",56,33.2,7,12.5,61,36.1,105
2020,"Bronx","Crotona - Tremont","All","Asian/Pacific
Islander",2,62.1,1,50,1,31,105
2020,"Bronx","Crotona - Tremont","All","Black",25,54.1,3,12,31,67.1,105
2020,"Bronx","Crotona - Tremont","All","Latino/Hispanic",28,24.3,3,10.7,27,23.4,105
2020,"Bronx","Crotona - Tremont","All","Other/Unknown",0,0,0,NA,0,0,105
2020,"Bronx","Crotona - Tremont","All","White",1,35,0,0,2,69.9,105
2020,"Bronx","Crotona - Tremont","Female","All",12,13.2,3,25,17,18.7,105
2020,"Bronx","Crotona - Tremont","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,105
2020,"Bronx","Crotona - Tremont","Female","Black",6,24.5,2,33.3,7,28.6,105
2020,"Bronx","Crotona - Tremont","Female","Latino/Hispanic",6,9.5,1,16.7,10,15.9,105
2020,"Bronx","Crotona - Tremont","Female","Other/Unknown",0,0,0,NA,0,0,105
2020,"Bronx","Crotona - Tremont","Female","White",0,0,0,NA,0,0,105
2020,"Bronx","Crotona - Tremont","Male","All",44,56.7,4,9.1,44,56.7,105
2020,"Bronx","Crotona - Tremont","Male","Asian/Pacific
Islander",2,125.7,1,50,1,62.9,105
2020,"Bronx","Crotona - Tremont","Male","Black",19,87.4,1,5.3,24,110.3,105
2020,"Bronx","Crotona - Tremont","Male","Latino/Hispanic",22,42.1,2,9.1,17,32.5,105
2020,"Bronx","Crotona - Tremont","Male","Other/Unknown",0,0,0,NA,0,0,105
2020,"Bronx","Crotona - Tremont","Male","White",1,67.5,0,0,2,135,105
2020,"Brooklyn","Bedford Stuyvesant -
Crown Heights","All","All",100,36.6,21,21,62,22.7,203
2020,"Brooklyn","Bedford Stuyvesant -
Crown Heights","All","Asian/Pacific
Islander",0,0,0,NA,0,0,203
2020,"Brooklyn","Bedford Stuyvesant -
Crown Heights","All","Black",81,48.7,16,19.8,43,25.9,203
